file	line	term	status	text
PORTAL_INPUTS_COMMUNICATIONS_AI_COMPUTING.md	21	clinical	OK_BOUNDED	Clinical Medical Research Center of Hematological Diseases of Guangdong Province, Guangzhou, China
PORTAL_INPUTS_COMMUNICATIONS_AI_COMPUTING.md	27	discovery	OK_BOUNDED	Single-cell perturbation datasets often contain subset-confined responses rather than uniform mean shifts, making target prioritization difficult for average-based analyses. We present PGAA, a distribution-aware computational framework for ranking heterogeneous transcriptional responses in single-cell perturbation data. PGAA combines PGAA-W Wasserstein, a 99-point quantile-grid statistic for full-expression-distribution shifts, with the PGAA-H histogram-shape diagnostic, a secondary diagnostic for responder-associated expression-shape changes. Both statistics use permutation calibration and Storey upper-tail diagnostics. In an Adamson 2016 unfolded-protein-response CRISPRi proof-of-principle benchmark, PGAA-W Wasserstein achieved mean AUROC 0.786 across five pre-specified perturbations and mean AUPRC 0.0191 against a 0.0065 random baseline. A Norman 2019 multi-perturbation CRISPRa extension supported PGAA-W as the default ranking statistic in curated target-panel checks, while the Norman CEBPE contrast illustrated the narrower use of PGAA-H: ELANE ranked 57/2012 as ranking evidence, not FDR-controlled discovery. A processed-source-data MMD-PSM comparison and observational single-cell datasets are retained as bounded comparator and marker-recovery stress checks. PGAA provides a reproducible ranking layer for hypothesis generation in perturbation and single-cell disease-model analyses, with Python/R software, public code and a supplementary reproducibility archive.
PORTAL_INPUTS_COMMUNICATIONS_AI_COMPUTING.md	27	fdr	OK_BOUNDED	Single-cell perturbation datasets often contain subset-confined responses rather than uniform mean shifts, making target prioritization difficult for average-based analyses. We present PGAA, a distribution-aware computational framework for ranking heterogeneous transcriptional responses in single-cell perturbation data. PGAA combines PGAA-W Wasserstein, a 99-point quantile-grid statistic for full-expression-distribution shifts, with the PGAA-H histogram-shape diagnostic, a secondary diagnostic for responder-associated expression-shape changes. Both statistics use permutation calibration and Storey upper-tail diagnostics. In an Adamson 2016 unfolded-protein-response CRISPRi proof-of-principle benchmark, PGAA-W Wasserstein achieved mean AUROC 0.786 across five pre-specified perturbations and mean AUPRC 0.0191 against a 0.0065 random baseline. A Norman 2019 multi-perturbation CRISPRa extension supported PGAA-W as the default ranking statistic in curated target-panel checks, while the Norman CEBPE contrast illustrated the narrower use of PGAA-H: ELANE ranked 57/2012 as ranking evidence, not FDR-controlled discovery. A processed-source-data MMD-PSM comparison and observational single-cell datasets are retained as bounded comparator and marker-recovery stress checks. PGAA provides a reproducible ranking layer for hypothesis generation in perturbation and single-cell disease-model analyses, with Python/R software, public code and a supplementary reproducibility archive.
PORTAL_INPUTS_COMMUNICATIONS_AI_COMPUTING.md	43	biomarker	OK_BOUNDED	The manuscript emphasizes the computational framework, benchmarking, calibration diagnostics, software implementation, and reproducibility package. The disease-related observational datasets are presented as marker-recovery stress checks rather than causal disease validation or clinical biomarker evidence.
PORTAL_INPUTS_COMMUNICATIONS_AI_COMPUTING.md	43	clinical	OK_BOUNDED	The manuscript emphasizes the computational framework, benchmarking, calibration diagnostics, software implementation, and reproducibility package. The disease-related observational datasets are presented as marker-recovery stress checks rather than causal disease validation or clinical biomarker evidence.
PORTAL_INPUTS_COMMUNICATIONS_AI_COMPUTING.md	43	causal	OK_BOUNDED	The manuscript emphasizes the computational framework, benchmarking, calibration diagnostics, software implementation, and reproducibility package. The disease-related observational datasets are presented as marker-recovery stress checks rather than causal disease validation or clinical biomarker evidence.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	10	clinical	OK_BOUNDED	3 Clinical Medical Research Center of Hematological Diseases of
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	34	discovery	OK_BOUNDED	ranked 57/2012 as ranking evidence, not FDR-controlled discovery. A
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	34	fdr	OK_BOUNDED	ranked 57/2012 as ranking evidence, not FDR-controlled discovery. A
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	114	causal	OK_BOUNDED	support marker recovery rather than causal interpretation, and Table 1
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	134	genome-wide	REVIEW	on curated              genome-wide DEG
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	156	causal	OK_BOUNDED	inflammatory    data                    only; not causal
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	157	clinical	REVIEW	bowel disease,                          or clinical
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	158	biomarker	REVIEW	PBMC                                    biomarker
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	212	discovery	OK_BOUNDED	for calibration rather than as a guarantee of genome-wide discovery.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	212	genome-wide	OK_BOUNDED	for calibration rather than as a guarantee of genome-wide discovery.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	217	discovery	OK_BOUNDED	support a hierarchy rather than two interchangeable discovery tests.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	310	discovery	OK_BOUNDED	The effect was not a claim of high-precision discovery: only 1-2
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	323	clinical	OK_BOUNDED	RNASE2 ^(13,14). This benchmark is not a clinical disease cohort, but it
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	341	genome-wide	OK_BOUNDED	is interpreted as ranking evidence rather than genome-wide significance,
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	342	discovery	OK_BOUNDED	and no FDR-controlled CEBPE gene discovery is claimed. The p-value
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	342	fdr	OK_BOUNDED	and no FDR-controlled CEBPE gene discovery is claimed. The p-value
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	413	fdr	OK_BOUNDED	ranking. The panel illustrates ranking evidence only, not FDR-controlled
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	414	discovery	REVIEW	discovery or complete CEBPE program recovery.]
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	441	significant	REVIEW	PGAA-H histogram-shape ranking. a, Number of nominally significant genes
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	456	significant	REVIEW	p=0.672), and larger bin counts produce many nominally significant genes
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	497	discovery	REVIEW	treated as an inferential discovery test here.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	505	clinical	REVIEW	across five observational single-cell datasets with clinical or disease
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	513	biomarker	OK_BOUNDED	rather than as causal or biomarker evidence.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	513	causal	OK_BOUNDED	rather than as causal or biomarker evidence.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	518	causal	OK_BOUNDED	recovery rather than causal interpretation. In the observational CLL
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	520	superior	OK_BOUNDED	rankings but was not uniformly superior to all conventional ranking
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	544	clinical	OK_BOUNDED	not use these observational datasets as causal or clinical evidence.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	544	causal	OK_BOUNDED	not use these observational datasets as causal or clinical evidence.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	554	superior	OK_BOUNDED	rankings but was not uniformly superior to all conventional ranking
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	555	causal	OK_BOUNDED	baselines. These analyses assess marker recovery rather than causal
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	598	discovery	OK_BOUNDED	rather than a formal discovery procedure unless substantially more
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	605	genome-wide	REVIEW	than an original-study genome-wide DEG gold standard; its sparse
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	607	discovery	REVIEW	discovery performance. Third, PGAA-H is calibrated differently for
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	624	biomarker	REVIEW	new causal disease mechanisms or clinical biomarkers; instead, they show
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	624	clinical	REVIEW	new causal disease mechanisms or clinical biomarkers; instead, they show
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	624	causal	REVIEW	new causal disease mechanisms or clinical biomarkers; instead, they show
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	757	discovery	OK_BOUNDED	statistic rather than as a standalone genome-wide discovery test.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	757	genome-wide	OK_BOUNDED	statistic rather than as a standalone genome-wide discovery test.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	774	fdr	OK_BOUNDED	ranking-based evaluation (AUROC) rather than formal FDR-controlled
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	775	discovery	REVIEW	discovery; for genome-wide significance, we recommend n_perms >= 40,000.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	775	genome-wide	REVIEW	discovery; for genome-wide significance, we recommend n_perms >= 40,000.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	1020	discovery	REVIEW	31. Storey, J. D. A direct approach to false discovery rates. J. R.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_docx_plain.txt	1022	discovery	REVIEW	32. Benjamini, Y. & Hochberg, Y. Controlling the false discovery rate: a
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	8	clinical	OK_BOUNDED	8    3 Clinical Medical Research Center of Hematological Diseases of Guangdong Province, Guangzhou, China
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	25	discovery	REVIEW	23   FDR-controlled discovery. A processed-source-data MMD-PSM comparison and observational single-cell
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	25	fdr	REVIEW	23   FDR-controlled discovery. A processed-source-data MMD-PSM comparison and observational single-cell
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	80	causal	OK_BOUNDED	72   recovery rather than causal interpretation, and Table 1 states the evidence level assigned to each analysis
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	92	genome-wide	REVIEW	Welch t, and Wilcoxon       genome-wide DEG gold
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	113	clinical	REVIEW	bowel disease, PBMC            in public scRNA-seq       causal or clinical
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	113	causal	REVIEW	bowel disease, PBMC            in public scRNA-seq       causal or clinical
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	114	biomarker	REVIEW	data                      biomarker evidence
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	159	discovery	REVIEW	95    a guarantee of genome-wide discovery.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	159	genome-wide	REVIEW	95    a guarantee of genome-wide discovery.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	162	discovery	OK_BOUNDED	98    support a hierarchy rather than two interchangeable discovery tests.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	242	discovery	OK_BOUNDED	138   Table 3). The effect was not a claim of high-precision discovery: only 1-2 positive genes appeared in the top
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	258	clinical	OK_BOUNDED	147   benchmark is not a clinical disease cohort, but it is relevant to hematologic differentiation biology and tests
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	269	fdr	OK_BOUNDED	158   this p-value is interpreted as ranking evidence rather than genome-wide significance, and no FDR-controlled
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	269	genome-wide	OK_BOUNDED	158   this p-value is interpreted as ranking evidence rather than genome-wide significance, and no FDR-controlled
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	270	discovery	REVIEW	159   CEBPE gene discovery is claimed. The p-value distribution is acceptable in this pre-specified setting (un-
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	324	discovery	OK_BOUNDED	ing. The panel illustrates ranking evidence only, not FDR-controlled discovery or complete CEBPE program
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	324	fdr	OK_BOUNDED	ing. The panel illustrates ranking evidence only, not FDR-controlled discovery or complete CEBPE program
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	352	significant	REVIEW	Number of nominally significant genes and uncapped Storey upper-tail ratio across six Norman perturbations.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	364	significant	REVIEW	201   and larger bin counts produce many nominally significant genes with low tail-ratio values (0.23-0.25). This is
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	395	discovery	OK_BOUNDED	225   but it is not treated as an inferential discovery test here.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	402	clinical	REVIEW	229   markers 2.1-5.8x over background across five observational single-cell datasets with clinical or disease rele-
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	407	biomarker	OK_BOUNDED	234   should be read as marker prioritization from public observational data rather than as causal or biomarker
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	407	causal	OK_BOUNDED	234   should be read as marker prioritization from public observational data rather than as causal or biomarker
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	411	causal	OK_BOUNDED	238   recovery rather than causal interpretation. In the observational CLL marker-recovery setting, Wasserstein
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	412	superior	OK_BOUNDED	239   produced biologically coherent rankings but was not uniformly superior to all conventional ranking baselines.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	427	clinical	OK_BOUNDED	254   these observational datasets as causal or clinical evidence. Figure 5 summarizes the external marker-recovery
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	427	causal	OK_BOUNDED	254   these observational datasets as causal or clinical evidence. Figure 5 summarizes the external marker-recovery
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	439	superior	OK_BOUNDED	was not uniformly superior to all conventional ranking baselines. These analyses assess marker recovery
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	440	causal	OK_BOUNDED	rather than causal perturbation effects.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	472	discovery	OK_BOUNDED	281   50 correlate at only r = 0.12) means it should be treated as a ranking tool rather than a formal discovery
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	476	genome-wide	OK_BOUNDED	285   extension uses curated target-program panels rather than an original-study genome-wide DEG gold stan-
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	477	discovery	OK_BOUNDED	286   dard; its sparse top-rank recovery should be viewed as ranking enrichment, not strong discovery perfor-
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	489	biomarker	REVIEW	298   establish new causal disease mechanisms or clinical biomarkers; instead, they show how PGAA can prioritize
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	489	clinical	REVIEW	298   establish new causal disease mechanisms or clinical biomarkers; instead, they show how PGAA can prioritize
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	489	causal	REVIEW	298   establish new causal disease mechanisms or clinical biomarkers; instead, they show how PGAA can prioritize
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	582	discovery	OK_BOUNDED	373   here as a ranking and diagnostic statistic rather than as a standalone genome-wide discovery test.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	582	genome-wide	OK_BOUNDED	373   here as a ranking and diagnostic statistic rather than as a standalone genome-wide discovery test.
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	593	discovery	OK_BOUNDED	384   rather than formal FDR-controlled discovery; for genome-wide significance, we recommend n_perms >=
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	593	fdr	OK_BOUNDED	384   rather than formal FDR-controlled discovery; for genome-wide significance, we recommend n_perms >=
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	593	genome-wide	OK_BOUNDED	384   rather than formal FDR-controlled discovery; for genome-wide significance, we recommend n_perms >=
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	810	discovery	REVIEW	539   31. Storey, J. D. A direct approach to false discovery rates. J. R. Stat. Soc. Ser. B 64, 479–498 (2002).
FINAL_ALL_CHECKS_2026_06_28/text/manuscript_pdf_layout.txt	811	discovery	REVIEW	540   32. Benjamini, Y. & Hochberg, Y. Controlling the false discovery rate: a practical and powerful approach
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	131	discovery	OK_BOUNDED	evidence because 500 permutations cannot support genome-wide FDR-controlled discovery.
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	131	fdr	OK_BOUNDED	evidence because 500 permutations cannot support genome-wide FDR-controlled discovery.
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	131	genome-wide	OK_BOUNDED	evidence because 500 permutations cannot support genome-wide FDR-controlled discovery.
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	148	genome-wide	OK_BOUNDED	speed and are used to evaluate bin-count sensitivity, not to claim genome-wide
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	165	causal	OK_BOUNDED	The five observational datasets are used for marker recovery rather than causal
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	166	clinical	REVIEW	or clinical inference. The top-100 enrichment compares known marker recovery
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	204	genome-wide	OK_BOUNDED	not extreme genome-wide thresholds
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	209	fdr	OK_BOUNDED	PGAA-H setting    Permutations             500                                                Ranking evidence only; not FDR-controlled
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	210	discovery	REVIEW	12                                                                                                 genome-wide discovery
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	210	genome-wide	REVIEW	12                                                                                                 genome-wide discovery
FINAL_ALL_CHECKS_2026_06_28/text/supplementary_pdf_layout.txt	297	causal	OK_BOUNDED	PGAA-H hits, but it is not used as causal evidence.
FINAL_ALL_CHECKS_2026_06_28/text/cover_pdf_layout.txt	17	biomarker	OK_BOUNDED	stress checks, not as causal disease validation or clinical biomarker evidence.
FINAL_ALL_CHECKS_2026_06_28/text/cover_pdf_layout.txt	17	clinical	OK_BOUNDED	stress checks, not as causal disease validation or clinical biomarker evidence.
FINAL_ALL_CHECKS_2026_06_28/text/cover_pdf_layout.txt	17	causal	OK_BOUNDED	stress checks, not as causal disease validation or clinical biomarker evidence.
FINAL_ALL_CHECKS_2026_06_28/text/cover_pdf_layout.txt	23	biomarker	OK_BOUNDED	We do not claim new clinical biomarkers, treatment recommendations, or bedside diagnostic
FINAL_ALL_CHECKS_2026_06_28/text/cover_pdf_layout.txt	23	clinical	OK_BOUNDED	We do not claim new clinical biomarkers, treatment recommendations, or bedside diagnostic
FINAL_ALL_CHECKS_2026_06_28/text/cover_pdf_layout.txt	34	clinical	OK_BOUNDED	Clinical Medical Research Center of Hematological Diseases of Guangdong Province
